# r numerical exact
0.292124 0.218122 0.218122
0.292176 0.218149 0.21815
0.292228 0.218177 0.218177
0.292281 0.218205 0.218205
0.292333 0.218232 0.218232
0.292386 0.21826 0.21826
0.292438 0.218288 0.218288
0.29249 0.218315 0.218315
0.292543 0.218343 0.218343
0.292595 0.218371 0.218371
0.292647 0.218398 0.218398
0.2927 0.218426 0.218426
0.292752 0.218453 0.218454
0.292804 0.218481 0.218481
0.292857 0.218509 0.218509
0.292909 0.218536 0.218537
0.292961 0.218564 0.218564
0.293014 0.218592 0.218592
0.293066 0.218619 0.218619
0.293119 0.218647 0.218647
0.293171 0.218674 0.218675
0.293223 0.218702 0.218702
0.293276 0.21873 0.21873
0.293328 0.218757 0.218757
0.29338 0.218785 0.218785
0.293433 0.218812 0.218813
0.293485 0.21884 0.21884
0.293538 0.218868 0.218868
0.29359 0.218895 0.218895
0.293642 0.218923 0.218923
0.293695 0.21895 0.218951
0.293747 0.218978 0.218978
0.293799 0.219006 0.219006
0.293852 0.219033 0.219033
0.293904 0.219061 0.219061
0.293957 0.219088 0.219088
0.294009 0.219116 0.219116
0.294061 0.219143 0.219144
0.294114 0.219171 0.219171
0.294166 0.219199 0.219199
0.294219 0.219226 0.219226
0.294271 0.219254 0.219254
0.294323 0.219281 0.219281
0.294376 0.219309 0.219309
0.294428 0.219336 0.219336
0.294481 0.219364 0.219364
0.294533 0.219391 0.219392
0.294585 0.219419 0.219419
0.294638 0.219446 0.219447
0.29469 0.219474 0.219474
0.294743 0.219502 0.219502
0.294795 0.219529 0.219529
0.294847 0.219557 0.219557
0.2949 0.219584 0.219584
0.294952 0.219612 0.219612
0.295005 0.219639 0.219639
0.295057 0.219667 0.219667
0.29511 0.219694 0.219694
0.295162 0.219722 0.219722
0.295214 0.219749 0.219749
0.295267 0.219777 0.219777
0.295319 0.219804 0.219804
0.295372 0.219832 0.219832
0.295424 0.219859 0.219859
0.295477 0.219887 0.219887
0.295529 0.219914 0.219914
0.295581 0.219942 0.219942
0.295634 0.219969 0.219969
0.295686 0.219997 0.219997
0.295739 0.220024 0.220024
0.295791 0.220052 0.220052
0.295844 0.220079 0.220079
0.295896 0.220106 0.220107
0.295949 0.220134 0.220134
0.296001 0.220161 0.220162
0.296053 0.220189 0.220189
0.296106 0.220216 0.220217
0.296158 0.220244 0.220244
0.296211 0.220271 0.220271
0.296263 0.220299 0.220299
0.296316 0.220326 0.220326
0.296368 0.220354 0.220354
0.296421 0.220381 0.220381
0.296473 0.220408 0.220409
0.296526 0.220436 0.220436
0.296578 0.220463 0.220464
0.29663 0.220491 0.220491
0.296683 0.220518 0.220518
0.296735 0.220546 0.220546
0.296788 0.220573 0.220573
0.29684 0.2206 0.220601
0.296893 0.220628 0.220628
0.296945 0.220655 0.220656
0.296998 0.220683 0.220683
0.29705 0.22071 0.22071
0.297103 0.220738 0.220738
0.297155 0.220765 0.220765
0.297208 0.220792 0.220793
0.29726 0.22082 0.22082
0.297313 0.220847 0.220847
0.297365 0.220875 0.220875
0.297418 0.220902 0.220902
0.29747 0.220929 0.22093
0.297523 0.220957 0.220957
0.297575 0.220984 0.220984
0.297628 0.221011 0.221012
0.29768 0.221039 0.221039
0.297733 0.221066 0.221066
0.297785 0.221094 0.221094
0.297838 0.221121 0.221121
0.29789 0.221148 0.221149
0.297943 0.221176 0.221176
0.297995 0.221203 0.221203
0.298048 0.22123 0.221231
0.2981 0.221258 0.221258
0.298153 0.221285 0.221285
0.298205 0.221313 0.221313
0.298258 0.22134 0.22134
0.29831 0.221367 0.221367
0.298363 0.221395 0.221395
0.298415 0.221422 0.221422
0.298468 0.221449 0.221449
0.29852 0.221477 0.221477
0.298573 0.221504 0.221504
0.298625 0.221531 0.221531
0.298678 0.221559 0.221559
0.29873 0.221586 0.221586
0.298783 0.221613 0.221613
0.298835 0.221641 0.221641
0.298888 0.221668 0.221668
0.298941 0.221695 0.221695
0.298993 0.221722 0.221723
0.299046 0.22175 0.22175
0.299098 0.221777 0.221777
0.299151 0.221804 0.221805
0.299203 0.221832 0.221832
0.299256 0.221859 0.221859
0.299308 0.221886 0.221886
0.299361 0.221914 0.221914
0.299413 0.221941 0.221941
0.299466 0.221968 0.221968
0.299518 0.221995 0.221996
0.299571 0.222023 0.222023
0.299624 0.22205 0.22205
0.299676 0.222077 0.222077
0.299729 0.222105 0.222105
0.299781 0.222132 0.222132
0.299834 0.222159 0.222159
0.299886 0.222186 0.222187
0.299939 0.222214 0.222214
0.299991 0.222241 0.222241
0.300044 0.222268 0.222268
0.300097 0.222295 0.222296
0.300149 0.222323 0.222323
0.300202 0.22235 0.22235
0.300254 0.222377 0.222377
0.300307 0.222404 0.222405
0.300359 0.222432 0.222432
0.300412 0.222459 0.222459
0.300465 0.222486 0.222486
0.300517 0.222513 0.222514
0.30057 0.222541 0.222541
0.300622 0.222568 0.222568
0.300675 0.222595 0.222595
0.300728 0.222622 0.222622
0.30078 0.222649 0.22265
0.300833 0.222677 0.222677
0.300885 0.222704 0.222704
0.300938 0.222731 0.222731
0.30099 0.222758 0.222758
0.301043 0.222786 0.222786
0.301096 0.222813 0.222813
0.301148 0.22284 0.22284
0.301201 0.222867 0.222867
0.301253 0.222894 0.222894
0.301306 0.222921 0.222922
0.301359 0.222949 0.222949
0.301411 0.222976 0.222976
0.301464 0.223003 0.223003
0.301516 0.22303 0.22303
0.301569 0.223057 0.223058
0.301622 0.223085 0.223085
0.301674 0.223112 0.223112
0.301727 0.223139 0.223139
0.30178 0.223166 0.223166
0.301832 0.223193 0.223193
0.301885 0.22322 0.223221
0.301937 0.223248 0.223248
0.30199 0.223275 0.223275
0.302043 0.223302 0.223302
0.302095 0.223329 0.223329
0.302148 0.223356 0.223356
0.302201 0.223383 0.223384
0.302253 0.223411 0.223411
0.302306 0.223438 0.223438
0.302358 0.223465 0.223465
0.302411 0.223492 0.223492
0.302464 0.223519 0.223519
0.302516 0.223546 0.223546
0.302569 0.223573 0.223574
0.302622 0.2236 0.223601
0.302674 0.223628 0.223628
0.302727 0.223655 0.223655
0.30278 0.223682 0.223682
0.302832 0.223709 0.223709
0.302885 0.223736 0.223736
0.302937 0.223763 0.223763
0.30299 0.22379 0.22379
0.303043 0.223817 0.223818
0.303095 0.223844 0.223845
0.303148 0.223872 0.223872
0.303201 0.223899 0.223899
0.303253 0.223926 0.223926
0.303306 0.223953 0.223953
0.303359 0.22398 0.22398
0.303411 0.224007 0.224007
0.303464 0.224034 0.224034
0.303517 0.224061 0.224061
0.303569 0.224088 0.224088
0.303622 0.224115 0.224116
0.303675 0.224142 0.224143
0.303727 0.224169 0.22417
0.30378 0.224197 0.224197
0.303833 0.224224 0.224224
0.303885 0.224251 0.224251
0.303938 0.224278 0.224278
0.303991 0.224305 0.224305
0.304043 0.224332 0.224332
0.304096 0.224359 0.224359
0.304149 0.224386 0.224386
0.304201 0.224413 0.224413
0.304254 0.22444 0.22444
0.304307 0.224467 0.224467
0.30436 0.224494 0.224494
0.304412 0.224521 0.224521
0.304465 0.224548 0.224548
0.304518 0.224575 0.224575
0.30457 0.224602 0.224602
0.304623 0.224629 0.224629
0.304676 0.224656 0.224656
0.304728 0.224683 0.224683
0.304781 0.22471 0.22471
0.304834 0.224737 0.224737
0.304887 0.224764 0.224764
0.304939 0.224791 0.224791
0.304992 0.224818 0.224819
0.305045 0.224845 0.224846
0.305097 0.224872 0.224873
0.30515 0.224899 0.224899
0.305203 0.224926 0.224926
0.305256 0.224953 0.224953
0.305308 0.22498 0.22498
0.305361 0.225007 0.225007
0.305414 0.225034 0.225034
0.305466 0.225061 0.225061
0.305519 0.225088 0.225088
0.305572 0.225115 0.225115
0.305625 0.225142 0.225142
0.305677 0.225169 0.225169
0.30573 0.225196 0.225196
0.305783 0.225223 0.225223
0.305835 0.22525 0.22525
0.305888 0.225277 0.225277
0.305941 0.225304 0.225304
0.305994 0.225331 0.225331
0.306046 0.225358 0.225358
0.306099 0.225385 0.225385
0.306152 0.225412 0.225412
0.306205 0.225439 0.225439
0.306257 0.225466 0.225466
0.30631 0.225493 0.225493
0.306363 0.225519 0.22552
0.306416 0.225546 0.225547
0.306468 0.225573 0.225574
0.306521 0.2256 0.2256
0.306574 0.225627 0.225627
0.306627 0.225654 0.225654
0.306679 0.225681 0.225681
0.306732 0.225708 0.225708
0.306785 0.225735 0.225735
0.306838 0.225762 0.225762
0.30689 0.225789 0.225789
0.306943 0.225816 0.225816
0.306996 0.225842 0.225843
0.307049 0.225869 0.22587
0.307102 0.225896 0.225896
0.307154 0.225923 0.225923
0.307207 0.22595 0.22595
0.30726 0.225977 0.225977
0.307313 0.226004 0.226004
0.307365 0.226031 0.226031
0.307418 0.226058 0.226058
0.307471 0.226084 0.226085
0.307524 0.226111 0.226112
0.307577 0.226138 0.226138
0.307629 0.226165 0.226165
0.307682 0.226192 0.226192
0.307735 0.226219 0.226219
0.307788 0.226246 0.226246
0.30784 0.226273 0.226273
0.307893 0.226299 0.2263
0.307946 0.226326 0.226326
0.307999 0.226353 0.226353
0.308052 0.22638 0.22638
0.308104 0.226407 0.226407
0.308157 0.226434 0.226434
0.30821 0.226461 0.226461
0.308263 0.226487 0.226488
0.308316 0.226514 0.226514
0.308368 0.226541 0.226541
0.308421 0.226568 0.226568
0.308474 0.226595 0.226595
0.308527 0.226622 0.226622
0.30858 0.226648 0.226649
0.308633 0.226675 0.226675
0.308685 0.226702 0.226702
0.308738 0.226729 0.226729
0.308791 0.226756 0.226756
0.308844 0.226782 0.226783
0.308897 0.226809 0.226809
0.308949 0.226836 0.226836
0.309002 0.226863 0.226863
0.309055 0.22689 0.22689
0.309108 0.226916 0.226917
0.309161 0.226943 0.226943
0.309214 0.22697 0.22697
0.309266 0.226997 0.226997
0.309319 0.227024 0.227024
0.309372 0.22705 0.227051
0.309425 0.227077 0.227077
0.309478 0.227104 0.227104
0.309531 0.227131 0.227131
0.309583 0.227157 0.227158
0.309636 0.227184 0.227184
0.309689 0.227211 0.227211
0.309742 0.227238 0.227238
0.309795 0.227265 0.227265
0.309848 0.227291 0.227291
0.309901 0.227318 0.227318
0.309953 0.227345 0.227345
0.310006 0.227372 0.227372
0.310059 0.227398 0.227398
0.310112 0.227425 0.227425
0.310165 0.227452 0.227452
0.310218 0.227479 0.227479
0.310271 0.227505 0.227505
0.310323 0.227532 0.227532
0.310376 0.227559 0.227559
0.310429 0.227585 0.227586
0.310482 0.227612 0.227612
0.310535 0.227639 0.227639
0.310588 0.227666 0.227666
0.310641 0.227692 0.227693
0.310694 0.227719 0.227719
0.310746 0.227746 0.227746
0.310799 0.227772 0.227773
0.310852 0.227799 0.227799
0.310905 0.227826 0.227826
0.310958 0.227853 0.227853
0.311011 0.227879 0.227879
0.311064 0.227906 0.227906
0.311117 0.227933 0.227933
0.311169 0.227959 0.22796
0.311222 0.227986 0.227986
0.311275 0.228013 0.228013
0.311328 0.228039 0.22804
0.311381 0.228066 0.228066
0.311434 0.228093 0.228093
0.311487 0.228119 0.22812
0.31154 0.228146 0.228146
0.311593 0.228173 0.228173
0.311646 0.228199 0.2282
0.311698 0.228226 0.228226
0.311751 0.228253 0.228253
0.311804 0.228279 0.22828
0.311857 0.228306 0.228306
0.31191 0.228333 0.228333
0.311963 0.228359 0.22836
0.312016 0.228386 0.228386
0.312069 0.228413 0.228413
0.312122 0.228439 0.22844
0.312175 0.228466 0.228466
0.312228 0.228493 0.228493
0.312281 0.228519 0.228519
0.312333 0.228546 0.228546
0.312386 0.228573 0.228573
0.312439 0.228599 0.228599
0.312492 0.228626 0.228626
0.312545 0.228652 0.228653
0.312598 0.228679 0.228679
0.312651 0.228706 0.228706
0.312704 0.228732 0.228732
0.312757 0.228759 0.228759
0.31281 0.228785 0.228786
0.312863 0.228812 0.228812
0.312916 0.228839 0.228839
0.312969 0.228865 0.228865
0.313022 0.228892 0.228892
0.313075 0.228918 0.228919
0.313128 0.228945 0.228945
0.31318 0.228972 0.228972
0.313233 0.228998 0.228998
0.313286 0.229025 0.229025
0.313339 0.229051 0.229052
0.313392 0.229078 0.229078
0.313445 0.229105 0.229105
0.313498 0.229131 0.229131
0.313551 0.229158 0.229158
0.313604 0.229184 0.229185
0.313657 0.229211 0.229211
0.31371 0.229237 0.229238
0.313763 0.229264 0.229264
0.313816 0.229291 0.229291
0.313869 0.229317 0.229317
0.313922 0.229344 0.229344
0.313975 0.22937 0.22937
0.314028 0.229397 0.229397
0.314081 0.229423 0.229424
0.314134 0.22945 0.22945
0.314187 0.229476 0.229477
0.31424 0.229503 0.229503
0.314293 0.229529 0.22953
0.314346 0.229556 0.229556
0.314399 0.229583 0.229583
0.314452 0.229609 0.229609
0.314505 0.229636 0.229636
0.314558 0.229662 0.229662
0.314611 0.229689 0.229689
0.314664 0.229715 0.229715
0.314717 0.229742 0.229742
0.31477 0.229768 0.229768
0.314823 0.229795 0.229795
0.314876 0.229821 0.229821
0.314929 0.229848 0.229848
0.314982 0.229874 0.229874
0.315035 0.229901 0.229901
0.315088 0.229927 0.229927
0.315141 0.229954 0.229954
0.315194 0.22998 0.22998
0.315247 0.230007 0.230007
0.3153 0.230033 0.230033
0.315353 0.23006 0.23006
0.315406 0.230086 0.230086
0.315459 0.230113 0.230113
0.315512 0.230139 0.230139
0.315565 0.230165 0.230166
0.315618 0.230192 0.230192
0.315671 0.230218 0.230219
0.315724 0.230245 0.230245
0.315777 0.230271 0.230272
0.31583 0.230298 0.230298
0.315883 0.230324 0.230324
0.315936 0.230351 0.230351
0.315989 0.230377 0.230377
0.316042 0.230404 0.230404
0.316095 0.23043 0.23043
0.316148 0.230456 0.230457
0.316201 0.230483 0.230483
0.316254 0.230509 0.23051
0.316307 0.230536 0.230536
0.31636 0.230562 0.230562
0.316413 0.230589 0.230589
0.316466 0.230615 0.230615
0.31652 0.230641 0.230642
0.316573 0.230668 0.230668
0.316626 0.230694 0.230695
0.316679 0.230721 0.230721
0.316732 0.230747 0.230747
0.316785 0.230774 0.230774
0.316838 0.2308 0.2308
0.316891 0.230826 0.230827
0.316944 0.230853 0.230853
0.316997 0.230879 0.230879
0.31705 0.230906 0.230906
0.317103 0.230932 0.230932
0.317156 0.230958 0.230959
0.317209 0.230985 0.230985
0.317262 0.231011 0.231011
0.317315 0.231037 0.231038
0.317369 0.231064 0.231064
0.317422 0.23109 0.23109
0.317475 0.231117 0.231117
0.317528 0.231143 0.231143
0.317581 0.231169 0.23117
0.317634 0.231196 0.231196
0.317687 0.231222 0.231222
0.31774 0.231248 0.231249
0.317793 0.231275 0.231275
0.317846 0.231301 0.231301
0.317899 0.231328 0.231328
0.317952 0.231354 0.231354
0.318006 0.23138 0.23138
0.318059 0.231407 0.231407
0.318112 0.231433 0.231433
0.318165 0.231459 0.231459
0.318218 0.231486 0.231486
0.318271 0.231512 0.231512
0.318324 0.231538 0.231538
0.318377 0.231565 0.231565
0.31843 0.231591 0.231591
0.318484 0.231617 0.231617
0.318537 0.231644 0.231644
0.31859 0.23167 0.23167
0.318643 0.231696 0.231696
0.318696 0.231723 0.231723
0.318749 0.231749 0.231749
0.318802 0.231775 0.231775
0.318855 0.231801 0.231802
0.318908 0.231828 0.231828
0.318962 0.231854 0.231854
0.319015 0.23188 0.231881
0.319068 0.231907 0.231907
0.319121 0.231933 0.231933
0.319174 0.231959 0.231959
0.319227 0.231986 0.231986
0.31928 0.232012 0.232012
0.319333 0.232038 0.232038
0.319387 0.232064 0.232065
0.31944 0.232091 0.232091
0.319493 0.232117 0.232117
0.319546 0.232143 0.232143
0.319599 0.232169 0.23217
0.319652 0.232196 0.232196
0.319705 0.232222 0.232222
0.319759 0.232248 0.232248
0.319812 0.232274 0.232275
0.319865 0.232301 0.232301
0.319918 0.232327 0.232327
0.319971 0.232353 0.232353
0.320024 0.232379 0.23238
0.320078 0.232406 0.232406
0.320131 0.232432 0.232432
0.320184 0.232458 0.232458
0.320237 0.232484 0.232485
0.32029 0.232511 0.232511
0.320343 0.232537 0.232537
0.320397 0.232563 0.232563
0.32045 0.232589 0.23259
0.320503 0.232616 0.232616
0.320556 0.232642 0.232642
0.320609 0.232668 0.232668
0.320662 0.232694 0.232694
0.320716 0.23272 0.232721
0.320769 0.232747 0.232747
0.320822 0.232773 0.232773
0.320875 0.232799 0.232799
0.320928 0.232825 0.232826
0.320981 0.232852 0.232852
0.321035 0.232878 0.232878
0.321088 0.232904 0.232904
0.321141 0.23293 0.23293
0.321194 0.232956 0.232957
0.321247 0.232982 0.232983
0.321301 0.233009 0.233009
0.321354 0.233035 0.233035
0.321407 0.233061 0.233061
0.32146 0.233087 0.233087
0.321513 0.233113 0.233114
0.321567 0.23314 0.23314
0.32162 0.233166 0.233166
0.321673 0.233192 0.233192
0.321726 0.233218 0.233218
0.321779 0.233244 0.233244
0.321833 0.23327 0.233271
0.321886 0.233296 0.233297
0.321939 0.233323 0.233323
0.321992 0.233349 0.233349
0.322045 0.233375 0.233375
0.322099 0.233401 0.233401
0.322152 0.233427 0.233427
0.322205 0.233453 0.233454
0.322258 0.23348 0.23348
0.322312 0.233506 0.233506
0.322365 0.233532 0.233532
0.322418 0.233558 0.233558
0.322471 0.233584 0.233584
0.322525 0.23361 0.23361
0.322578 0.233636 0.233636
0.322631 0.233662 0.233663
0.322684 0.233688 0.233689
0.322737 0.233715 0.233715
0.322791 0.233741 0.233741
0.322844 0.233767 0.233767
0.322897 0.233793 0.233793
0.32295 0.233819 0.233819
0.323004 0.233845 0.233845
0.323057 0.233871 0.233871
0.32311 0.233897 0.233898
0.323163 0.233923 0.233924
0.323217 0.23395 0.23395
0.32327 0.233976 0.233976
0.323323 0.234002 0.234002
0.323376 0.234028 0.234028
0.32343 0.234054 0.234054
0.323483 0.23408 0.23408
0.323536 0.234106 0.234106
0.32359 0.234132 0.234132
0.323643 0.234158 0.234158
0.323696 0.234184 0.234184
0.323749 0.23421 0.23421
0.323803 0.234236 0.234237
0.323856 0.234262 0.234263
0.323909 0.234288 0.234289
0.323962 0.234314 0.234315
0.324016 0.234341 0.234341
0.324069 0.234367 0.234367
0.324122 0.234393 0.234393
0.324176 0.234419 0.234419
0.324229 0.234445 0.234445
0.324282 0.234471 0.234471
0.324335 0.234497 0.234497
0.324389 0.234523 0.234523
0.324442 0.234549 0.234549
0.324495 0.234575 0.234575
0.324549 0.234601 0.234601
0.324602 0.234627 0.234627
0.324655 0.234653 0.234653
0.324708 0.234679 0.234679
0.324762 0.234705 0.234705
0.324815 0.234731 0.234731
0.324868 0.234757 0.234757
0.324922 0.234783 0.234783
0.324975 0.234809 0.234809
0.325028 0.234835 0.234835
0.325082 0.234861 0.234861
0.325135 0.234887 0.234887
0.325188 0.234913 0.234913
0.325242 0.234939 0.234939
0.325295 0.234965 0.234965
0.325348 0.234991 0.234991
0.325401 0.235017 0.235017
0.325455 0.235043 0.235043
0.325508 0.235069 0.235069
0.325561 0.235095 0.235095
0.325615 0.235121 0.235121
0.325668 0.235147 0.235147
0.325721 0.235173 0.235173
0.325775 0.235199 0.235199
0.325828 0.235225 0.235225
0.325881 0.235251 0.235251
0.325935 0.235277 0.235277
0.325988 0.235302 0.235303
0.326041 0.235328 0.235329
0.326095 0.235354 0.235355
0.326148 0.23538 0.235381
0.326201 0.235406 0.235406
0.326255 0.235432 0.235432
0.326308 0.235458 0.235458
0.326362 0.235484 0.235484
0.326415 0.23551 0.23551
0.326468 0.235536 0.235536
0.326522 0.235562 0.235562
0.326575 0.235588 0.235588
0.326628 0.235614 0.235614
0.326682 0.23564 0.23564
0.326735 0.235666 0.235666
0.326788 0.235691 0.235692
0.326842 0.235717 0.235718
0.326895 0.235743 0.235743
0.326948 0.235769 0.235769
0.327002 0.235795 0.235795
0.327055 0.235821 0.235821
0.327109 0.235847 0.235847
0.327162 0.235873 0.235873
0.327215 0.235899 0.235899
0.327269 0.235925 0.235925
0.327322 0.23595 0.235951
0.327376 0.235976 0.235977
0.327429 0.236002 0.236002
0.327482 0.236028 0.236028
0.327536 0.236054 0.236054
0.327589 0.23608 0.23608
0.327642 0.236106 0.236106
0.327696 0.236132 0.236132
0.327749 0.236157 0.236158
0.327803 0.236183 0.236183
0.327856 0.236209 0.236209
0.327909 0.236235 0.236235
0.327963 0.236261 0.236261
0.328016 0.236287 0.236287
0.32807 0.236313 0.236313
0.328123 0.236338 0.236339
0.328176 0.236364 0.236364
0.32823 0.23639 0.23639
0.328283 0.236416 0.236416
0.328337 0.236442 0.236442
0.32839 0.236468 0.236468
0.328443 0.236493 0.236494
0.328497 0.236519 0.236519
0.32855 0.236545 0.236545
0.328604 0.236571 0.236571
0.328657 0.236597 0.236597
0.328711 0.236623 0.236623
0.328764 0.236648 0.236649
0.328817 0.236674 0.236674
0.328871 0.2367 0.2367
0.328924 0.236726 0.236726
0.328978 0.236752 0.236752
0.329031 0.236777 0.236778
0.329085 0.236803 0.236803
0.329138 0.236829 0.236829
0.329191 0.236855 0.236855
0.329245 0.236881 0.236881
0.329298 0.236906 0.236907
0.329352 0.236932 0.236932
0.329405 0.236958 0.236958
0.329459 0.236984 0.236984
0.329512 0.237009 0.23701
0.329566 0.237035 0.237035
0.329619 0.237061 0.237061
0.329672 0.237087 0.237087
0.329726 0.237113 0.237113
0.329779 0.237138 0.237139
0.329833 0.237164 0.237164
0.329886 0.23719 0.23719
0.32994 0.237216 0.237216
0.329993 0.237241 0.237242
0.330047 0.237267 0.237267
0.3301 0.237293 0.237293
0.330154 0.237319 0.237319
0.330207 0.237344 0.237345
0.330261 0.23737 0.23737
0.330314 0.237396 0.237396
0.330368 0.237422 0.237422
0.330421 0.237447 0.237448
0.330474 0.237473 0.237473
0.330528 0.237499 0.237499
0.330581 0.237524 0.237525
0.330635 0.23755 0.23755
0.330688 0.237576 0.237576
0.330742 0.237602 0.237602
0.330795 0.237627 0.237628
0.330849 0.237653 0.237653
0.330902 0.237679 0.237679
0.330956 0.237704 0.237705
0.331009 0.23773 0.23773
0.331063 0.237756 0.237756
0.331116 0.237782 0.237782
0.33117 0.237807 0.237807
0.331223 0.237833 0.237833
0.331277 0.237859 0.237859
0.33133 0.237884 0.237885
0.331384 0.23791 0.23791
0.331437 0.237936 0.237936
0.331491 0.237961 0.237962
0.331544 0.237987 0.237987
0.331598 0.238013 0.238013
0.331651 0.238038 0.238039
0.331705 0.238064 0.238064
0.331758 0.23809 0.23809
0.331812 0.238115 0.238116
0.331865 0.238141 0.238141
0.331919 0.238167 0.238167
0.331973 0.238192 0.238193
0.332026 0.238218 0.238218
0.33208 0.238244 0.238244
0.332133 0.238269 0.23827
0.332187 0.238295 0.238295
0.33224 0.238321 0.238321
0.332294 0.238346 0.238347
0.332347 0.238372 0.238372
0.332401 0.238398 0.238398
0.332454 0.238423 0.238423
0.332508 0.238449 0.238449
0.332561 0.238474 0.238475
0.332615 0.2385 0.2385
0.332668 0.238526 0.238526
0.332722 0.238551 0.238552
0.332776 0.238577 0.238577
0.332829 0.238603 0.238603
0.332883 0.238628 0.238628
0.332936 0.238654 0.238654
0.33299 0.238679 0.23868
0.333043 0.238705 0.238705
0.333097 0.238731 0.238731
0.33315 0.238756 0.238756
0.333204 0.238782 0.238782
0.333258 0.238807 0.238808
0.333311 0.238833 0.238833
0.333365 0.238859 0.238859
0.333418 0.238884 0.238884
0.333472 0.23891 0.23891
0.333525 0.238935 0.238936
0.333579 0.238961 0.238961
0.333633 0.238986 0.238987
0.333686 0.239012 0.239012
0.33374 0.239038 0.239038
0.333793 0.239063 0.239063
0.333847 0.239089 0.239089
0.333901 0.239114 0.239115
0.333954 0.23914 0.23914
0.334008 0.239165 0.239166
0.334061 0.239191 0.239191
0.334115 0.239216 0.239217
0.334168 0.239242 0.239242
0.334222 0.239268 0.239268
0.334276 0.239293 0.239293
0.334329 0.239319 0.239319
0.334383 0.239344 0.239344
0.334436 0.23937 0.23937
0.33449 0.239395 0.239396
0.334544 0.239421 0.239421
0.334597 0.239446 0.239447
0.334651 0.239472 0.239472
0.334705 0.239497 0.239498
0.334758 0.239523 0.239523
0.334812 0.239548 0.239549
0.334865 0.239574 0.239574
0.334919 0.239599 0.2396
0.334973 0.239625 0.239625
0.335026 0.23965 0.239651
0.33508 0.239676 0.239676
0.335133 0.239701 0.239702
0.335187 0.239727 0.239727
0.335241 0.239752 0.239753
0.335294 0.239778 0.239778
0.335348 0.239803 0.239804
0.335402 0.239829 0.239829
0.335455 0.239854 0.239855
0.335509 0.23988 0.23988
0.335563 0.239905 0.239906
0.335616 0.239931 0.239931
0.33567 0.239956 0.239957
0.335723 0.239982 0.239982
0.335777 0.240007 0.240008
0.335831 0.240033 0.240033
0.335884 0.240058 0.240058
0.335938 0.240084 0.240084
0.335992 0.240109 0.240109
0.336045 0.240135 0.240135
0.336099 0.24016 0.24016
0.336153 0.240186 0.240186
0.336206 0.240211 0.240211
0.33626 0.240236 0.240237
0.336314 0.240262 0.240262
0.336367 0.240287 0.240288
0.336421 0.240313 0.240313
0.336475 0.240338 0.240338
0.336528 0.240364 0.240364
0.336582 0.240389 0.240389
0.336636 0.240414 0.240415
0.336689 0.24044 0.24044
0.336743 0.240465 0.240466
0.336797 0.240491 0.240491
0.33685 0.240516 0.240516
0.336904 0.240542 0.240542
0.336958 0.240567 0.240567
0.337011 0.240592 0.240593
0.337065 0.240618 0.240618
0.337119 0.240643 0.240643
0.337172 0.240669 0.240669
0.337226 0.240694 0.240694
0.33728 0.240719 0.24072
0.337334 0.240745 0.240745
0.337387 0.24077 0.24077
0.337441 0.240796 0.240796
0.337495 0.240821 0.240821
0.337548 0.240846 0.240847
0.337602 0.240872 0.240872
0.337656 0.240897 0.240897
0.337709 0.240922 0.240923
0.337763 0.240948 0.240948
0.337817 0.240973 0.240974
0.337871 0.240999 0.240999
0.337924 0.241024 0.241024
0.337978 0.241049 0.24105
0.338032 0.241075 0.241075
0.338085 0.2411 0.2411
0.338139 0.241125 0.241126
0.338193 0.241151 0.241151
0.338247 0.241176 0.241176
0.3383 0.241201 0.241202
0.338354 0.241227 0.241227
0.338408 0.241252 0.241252
0.338461 0.241277 0.241278
0.338515 0.241303 0.241303
0.338569 0.241328 0.241328
0.338623 0.241354 0.241354
0.338676 0.241379 0.241379
0.33873 0.241404 0.241404
0.338784 0.241429 0.24143
0.338838 0.241455 0.241455
0.338891 0.24148 0.24148
0.338945 0.241505 0.241506
0.338999 0.241531 0.241531
0.339053 0.241556 0.241556
0.339106 0.241581 0.241582
0.33916 0.241607 0.241607
0.339214 0.241632 0.241632
0.339268 0.241657 0.241658
0.339321 0.241683 0.241683
0.339375 0.241708 0.241708
0.339429 0.241733 0.241733
0.339483 0.241758 0.241759
0.339536 0.241784 0.241784
0.33959 0.241809 0.241809
0.339644 0.241834 0.241835
0.339698 0.24186 0.24186
0.339752 0.241885 0.241885
0.339805 0.24191 0.24191
0.339859 0.241935 0.241936
0.339913 0.241961 0.241961
0.339967 0.241986 0.241986
0.34002 0.242011 0.242011
0.340074 0.242036 0.242037
0.340128 0.242062 0.242062
0.340182 0.242087 0.242087
0.340236 0.242112 0.242113
0.340289 0.242138 0.242138
0.340343 0.242163 0.242163
0.340397 0.242188 0.242188
0.340451 0.242213 0.242214
0.340504 0.242238 0.242239
0.340558 0.242264 0.242264
0.340612 0.242289 0.242289
0.340666 0.242314 0.242314
0.34072 0.242339 0.24234
0.340773 0.242365 0.242365
0.340827 0.24239 0.24239
0.340881 0.242415 0.242415
0.340935 0.24244 0.242441
0.340989 0.242466 0.242466
0.341043 0.242491 0.242491
0.341096 0.242516 0.242516
0.34115 0.242541 0.242541
0.341204 0.242566 0.242567
0.341258 0.242592 0.242592
0.341312 0.242617 0.242617
0.341365 0.242642 0.242642
0.341419 0.242667 0.242667
0.341473 0.242692 0.242693
0.341527 0.242718 0.242718
